	mid	name	score	types	is_food	is_dish	is_beverage	is_ingredient
/m/04zpv	/m/04zpv	Milk	50043.82277	Food,Ingredient	1	0	0	1
/m/02y6n	/m/02y6n	French fries	48646.0	Dish,Food	1	1	0	0
/m/0f7gf	/m/0f7gf	Citric acid	48309.9456382	Food,Ingredient	1	0	0	1
/m/09gtx	/m/09gtx	Barley	48202.5156998	Food,Ingredient	1	0	0	1
/m/0gjnf	/m/0gjnf	Carp	48187.366322199996	Food,Ingredient	1	0	0	1
/m/0bcgdv	/m/0bcgdv	Irvingia gabonensis	47788.5849625	Food	1	0	0	0
/m/0c7d8	/m/0c7d8	Azadirachta indica	47777.0768156	Food,Ingredient	1	0	0	1
/m/04t8sg	/m/04t8sg	Al dente	46910.5849625	Dish,Food	1	1	0	0
/m/020dp	/m/020dp	Cranberry	46818.03582130001	Food,Ingredient	1	0	0	1
/m/0g5s7	/m/0g5s7	Pea	46273.197946199994	Food,Ingredient	1	0	0	1
/m/09696	/m/09696	Wheat	46224.1920426	Food,Ingredient	1	0	0	1
/m/01jszz	/m/01jszz	Coconut oil	46214.5849625	Food,Ingredient	1	0	0	1
/m/07cnc	/m/07cnc	Turmeric	45763.1168313	Food,Ingredient	1	0	0	1
/m/023ls	/m/023ls	Cola	44698.906890599996	Beverage,Food,Ingredient	1	0	1	1
/m/07j87	/m/07j87	Tomato	44303.73100280001	Food,Ingredient	1	0	0	1
/m/0htd3	/m/0htd3	Maidenhair Tree	43683.340999800006	Food,Ingredient	1	0	0	1
/m/017dqv	/m/017dqv	Fennel	43604.3171299	Food,Ingredient	1	0	0	1
/m/0hqkz	/m/0hqkz	Grapefruit	42758.70908380001	Food,Ingredient	1	0	0	1
/m/0gyv9	/m/0gyv9	Soybean	42677.9097056	Food,Ingredient	1	0	0	1
/m/01yyk	/m/01yyk	Cereal	42545.3219281	Food,Ingredient	1	0	0	1
/m/07_rn	/m/07_rn	Vanilla (Ingredient)	42460.8841705	Food,Ingredient	1	0	0	1
/m/07l9d	/m/07l9d	Tex-Mex food	42366.5622424	Food	1	0	0	0
/m/05s28	/m/05s28	Parsley	42087.7349824	Food,Ingredient	1	0	0	1
/m/07bgp	/m/07bgp	Sheep	41649.4941957	Food,Ingredient	1	0	0	1
/m/061_f	/m/061_f	Pear	41623.2026161	Food,Ingredient	1	0	0	1
/m/0l6w2	/m/0l6w2	Pita	40691.807354900004	Dish,Food	1	1	0	0
/m/04gth	/m/04gth	Lavender	40364.8887811	Food,Ingredient	1	0	0	1
/m/07crc	/m/07crc	Taco	40246.5849625	Dish,Food	1	1	0	0
/m/01qfcj	/m/01qfcj	Peanut butter	39772.693487000004	Food,Ingredient	1	0	0	1
/m/0d_94	/m/0d_94	Saffron	39115.5871842	Food,Ingredient	1	0	0	1
/m/03dg3	/m/03dg3	Gin	38873.055621399995	Beverage,Food,Ingredient	1	0	1	1
/m/05vtc	/m/05vtc	Potato	38702.186646300004	Food,Ingredient	1	0	0	1
/m/0p83l	/m/0p83l	Jasmine	38496.1065629	Food,Ingredient	1	0	0	1
/m/0ftb8	/m/0ftb8	Sunflower	37752.906890599996	Food	1	0	0	0
/m/0jnxw	/m/0jnxw	Stew	37646.5849625	Food	1	0	0	0
/m/01599	/m/01599	Beer (Beverage type)	36577.35294	Food,Ingredient	1	0	0	1
/m/09lnn	/m/09lnn	Nutmeg	36070.075162199995	Food,Ingredient	1	0	0	1
/m/01tv9	/m/01tv9	Cream	35719.538977	Food,Ingredient	1	0	0	1
/m/05v3rd	/m/05v3rd	Fuji	35566.0	Food	1	0	0	0
/m/01y4xf	/m/01y4xf	Coriander	35084.1085245	Food,Ingredient	1	0	0	1
/m/09702	/m/09702	Cappuccino	35073.3219281	Beverage,Dish,Food	1	1	1	0
/m/06j8d	/m/06j8d	Rum	34552.1476819	Beverage,Food,Ingredient	1	0	1	1
/m/06p35	/m/06p35	Spice (Literature Subject)	34338.49185309999	Food,Ingredient	1	0	0	1
/m/015_77	/m/015_77	Walnut	34338.469133	Food,Ingredient	1	0	0	1
/m/033cnk	/m/033cnk	Egg	34316.4302933	Food,Ingredient	1	0	0	1
/m/05zsy	/m/05zsy	Pumpkin	34271.1922928	Food,Ingredient	1	0	0	1
/m/07s28	/m/07s28	Tofu	33189.9512847	Food,Ingredient	1	0	0	1
/m/07_0xk	/m/07_0xk	Mustard (Ingredient)	32967.183014999995	Food,Ingredient	1	0	0	1
/m/09psh	/m/09psh	Flax	32918.3597496	Food,Ingredient	1	0	0	1
/m/01nkt	/m/01nkt	Cheese (Ingredient)	32876.5846102	Food,Ingredient	1	0	0	1
/m/01482f	/m/01482f	Brie	32814.5849625	Food	1	0	0	0
/m/014dn0	/m/014dn0	Sodium bicarbonate	32800.219505	Food,Ingredient	1	0	0	1
/m/0ctfk	/m/0ctfk	Espresso	32465.5849625	Beverage,Dish,Food	1	1	1	0
/m/0fr19	/m/0fr19	Dandelion	32329.5521888	Food,Ingredient	1	0	0	1
/m/02tvdz	/m/02tvdz	Xanthan gum	32188.906890599996	Food,Ingredient	1	0	0	1
/m/09gms	/m/09gms	Ramen	32015.4594316	Dish,Food	1	1	0	0
/m/07030	/m/07030	Sushi	31784.643856200004	Dish,Food	1	1	0	0
/m/0139zp	/m/0139zp	Black pepper	31733.1309111	Food,Ingredient	1	0	0	1
/m/0fj52s	/m/0fj52s	Carrot	31667.525190099997	Food,Ingredient	1	0	0	1
/m/0cl2v	/m/0cl2v	Oat	31652.977279900002	Food,Ingredient	1	0	0	1
/m/0fszt	/m/0fszt	Cake	31372.0	Food	1	0	0	0
/m/081qc	/m/081qc	Wine (Ingredient)	31369.840088499997	Beverage,Dish,Food,Ingredient	1	1	1	1
/m/0q593	/m/0q593	Dietary supplement	30639.169925	Food	1	0	0	0
/m/0ckmp	/m/0ckmp	Chicken soup	30621.169925	Dish,Food	1	1	0	0
/m/01mt0b	/m/01mt0b	Lime	30617.600377599996	Food,Ingredient	1	0	0	1
/m/0cj45	/m/0cj45	Tuna	30584.146489099996	Food,Ingredient	1	0	0	1
/m/0svwd	/m/0svwd	Twinkie	30527.851749	Food,Ingredient	1	0	0	1
/m/04bcff	/m/04bcff	Goji	30383.906890599996	Food,Ingredient	1	0	0	1
/m/0l4_r	/m/0l4_r	Sesame	30183.204571099996	Food,Ingredient	1	0	0	1
/m/0gl8r	/m/0gl8r	Red Bull	29844.430452599998	Food,Ingredient	1	0	0	1
/m/0dm32	/m/0dm32	Sweet potato	29778.2691084	Food,Ingredient	1	0	0	1
/m/0lhmp	/m/0lhmp	Cognac	29615.0927571	Beverage,Food,Ingredient	1	0	1	1
/m/0jbr7	/m/0jbr7	Clove	29483.217525599997	Food,Ingredient	1	0	0	1
/m/03fqll	/m/03fqll	Sprite	28926.321928099995	Beverage,Food	1	0	1	0
/m/0dwgb	/m/0dwgb	Orange juice	28645.234667799996	Beverage,Food,Ingredient	1	0	1	1
/m/01c6xf	/m/01c6xf	Drinking water	28518.0	Food	1	0	0	0
/m/0f07x	/m/0f07x	Quinoa	28365.076815599998	Food,Ingredient	1	0	0	1
/m/02729	/m/02729	Dill	28346.1212097	Food,Ingredient	1	0	0	1
/m/0jtt9	/m/0jtt9	Chili pepper	28227.884170499998	Food,Ingredient	1	0	0	1
/m/01_12b	/m/01_12b	Granny Smith	27788.651051700002	Food,Ingredient	1	0	0	1
/m/06nwz	/m/06nwz	Seafood	27418.9592775	Food	1	0	0	0
/m/0296dr	/m/0296dr	Quaker Oats Company	26975.7142455	Food	1	0	0	0
/m/06b81	/m/06b81	Quail	26960.169925	Food	1	0	0	0
/m/0m09	/m/0m09	Ale	26951.247927499997	Food,Ingredient	1	0	0	1
/m/0c59y	/m/0c59y	Bourbon whiskey	26736.2797557	Beverage,Food,Ingredient	1	0	1	1
/m/01bp4w	/m/01bp4w	Lemongrass	26669.1289308	Food,Ingredient	1	0	0	1
/m/06z3v	/m/06z3v	Stout	26239.0416592	Food,Ingredient	1	0	0	1
/m/014_z9	/m/014_z9	Apple pie	26130.5849625	Dish,Food	1	1	0	0
/m/0f4s2w	/m/0f4s2w	Vegetable (Ingredient)	25687.430452599998	Food,Ingredient	1	0	0	1
/m/0155br	/m/0155br	Sherry	25523.169925	Food,Ingredient	1	0	0	1
/m/08127	/m/08127	Vodka	24182.689684099998	Beverage,Food,Ingredient	1	0	1	1
/m/047mr6	/m/047mr6	Prosecco	24128.5849625	Beverage,Food,Ingredient	1	0	1	1
/m/027pcv	/m/027pcv	Zucchini	24036.9068906	Food,Ingredient	1	0	0	1
/m/05kw_	/m/05kw_	Oregano	23998.147204900004	Food,Ingredient	1	0	0	1
/m/015x4r	/m/015x4r	Cucumber	23802.5865906	Food,Ingredient	1	0	0	1
/m/0cyhj_	/m/0cyhj_	Orange	23784.681924700002	Food,Ingredient	1	0	0	1
/m/02f1qx	/m/02f1qx	Jalapeño	23392.977279900002	Food,Ingredient	1	0	0	1
/m/055w7	/m/055w7	Mozzarella	23359.7548875	Food,Ingredient	1	0	0	1
/m/0cj6f	/m/0cj6f	Seaweed	23332.8841705	Food,Ingredient	1	0	0	1
/m/01z1kdw	/m/01z1kdw	Juice	23296.076815599998	Beverage,Food,Ingredient	1	0	1	1
/m/0frq6	/m/0frq6	Pork	23133.7772553	Food,Ingredient	1	0	0	1
/m/027_l3	/m/027_l3	Common sage	22884.4685067	Food,Ingredient	1	0	0	1
/m/01_9v	/m/01_9v	Caesar salad	22549.285402200003	Dish,Food	1	1	0	0
/m/0f25w9	/m/0f25w9	Chicken meat	22546.6293566	Food,Ingredient	1	0	0	1
/m/0388q	/m/0388q	Grape	22404.1316742	Food,Ingredient	1	0	0	1
/m/011xyw	/m/011xyw	Peanut butter and jelly sandwich	22400.5849625	Dish,Food	1	1	0	0
/m/09gys	/m/09gys	Squid	22073.024602	Food,Ingredient	1	0	0	1
/m/0fbw6	/m/0fbw6	Cabbage	22031.3622178	Food,Ingredient	1	0	0	1
/m/0f54r	/m/0f54r	Stingray	21955.218851700003	Food,Ingredient	1	0	0	1
/m/01k_hc	/m/01k_hc	Liquorice	21781.1526735	Food,Ingredient	1	0	0	1
/m/0971v	/m/0971v	Beef	21729.0469215	Food,Ingredient	1	0	0	1
/m/04r6fv	/m/04r6fv	Hershey's Kisses	21680.5849625	Food	1	0	0	0
/m/0fnfy	/m/0fnfy	Apricot	21657.558615	Food,Ingredient	1	0	0	1
/m/030mv8	/m/030mv8	Chia	21652.724513900004	Food,Ingredient	1	0	0	1
/m/0c1xzr	/m/0c1xzr	Zest	21420.169925	Food,Ingredient	1	0	0	1
/m/0cjs7	/m/0cjs7	Asparagus (Ingredient)	21164.726520900003	Food,Ingredient	1	0	0	1
/m/03x2vh	/m/03x2vh	Wagyu	21140.807354900004	Dish,Food	1	1	0	0
/m/03p1r4	/m/03p1r4	Cupcake	21078.5849625	Food	1	0	0	0
/m/0_cp5	/m/0_cp5	Oyster	20882.147204900004	Food,Ingredient	1	0	0	1
/m/01f76t	/m/01f76t	Monterey Jack	20868.0	Food	1	0	0	0
/m/0cqrj	/m/0cqrj	Catfish	20823.290153	Food,Ingredient	1	0	0	1
/m/03fz3	/m/03fz3	Gelatin	20653.3219281	Food,Ingredient	1	0	0	1
/m/01btbt	/m/01btbt	Pecan	20475.456194	Food,Ingredient	1	0	0	1
/m/016rh7	/m/016rh7	Spinach	20424.8260565	Food,Ingredient	1	0	0	1
/m/01c2vn	/m/01c2vn	Elderberry	20383.262682099998	Food,Ingredient	1	0	0	1
/m/07clf	/m/07clf	Thyme	20341.2467406	Food,Ingredient	1	0	0	1
/m/0l515	/m/0l515	Sandwich	20278.0	Food	1	0	0	0
/m/0jwn_	/m/0jwn_	Pomegranate	20252.4479388	Food,Ingredient	1	0	0	1
/m/01pk_6	/m/01pk_6	Feta	20110.5849625	Food,Ingredient	1	0	0	1
/m/054hcy	/m/054hcy	Green bean	19956.1241213	Food,Ingredient	1	0	0	1
/m/0jy4k	/m/0jy4k	Doughnut	19919.9068906	Dish,Food	1	1	0	0
/m/0f0x2	/m/0f0x2	Gruyère cheese	19902.0	Food,Ingredient	1	0	0	1
/m/0m06w	/m/0m06w	BLT	19708.0	Dish,Food	1	1	0	0
/m/0fql0	/m/0fql0	Taro	19648.1922928	Food,Ingredient	1	0	0	1
/m/0238jq	/m/0238jq	Pad Thai	19622.5849625	Dish,Food	1	1	0	0
/m/03dzf4	/m/03dzf4	Kobe beef	19604.5849625	Food,Ingredient	1	0	0	1
/m/072qlz	/m/072qlz	Bistro	19489.3219281	Dish,Food	1	1	0	0
/m/05n4y	/m/05n4y	Ostrich	19456.680029799998	Food	1	0	0	0
/m/01b9xk	/m/01b9xk	Hot dog	19441.031011900002	Dish,Food	1	1	0	0
/m/01z1m1x	/m/01z1m1x	Soup	19367.276124400003	Food	1	0	0	0
/m/0fjfh	/m/0fjfh	Capsicum	19162.8830558	Food,Ingredient	1	0	0	1
/m/0chyh	/m/0chyh	Butter	19139.459079400003	Food,Ingredient	1	0	0	1
/m/02mg4z	/m/02mg4z	Cheesecake	19102.0	Dish,Food	1	1	0	0
/m/01qfl8	/m/01qfl8	Fenugreek	18984.492768599997	Food,Ingredient	1	0	0	1
/m/017z4t	/m/017z4t	Dal	18983.5849625	Dish,Food	1	1	0	0
/m/02fv84	/m/02fv84	Grand Marnier	18898.7648716	Beverage,Food,Ingredient	1	0	1	1
/m/0hyn4	/m/0hyn4	Anise	18860.83289	Food,Ingredient	1	0	0	1
/m/088lm	/m/088lm	Yeast	18841.7846348	Food,Ingredient	1	0	0	1
/m/03mjm_	/m/03mjm_	Cocoa butter	18826.562242400003	Food,Ingredient	1	0	0	1
/m/02y1jf	/m/02y1jf	Lingzhi mushroom	18807.169925	Food,Ingredient	1	0	0	1
/m/013bx	/m/013bx	Absinthe	18634.3923174	Food,Ingredient	1	0	0	1
/m/05z55	/m/05z55	Pasta	18354.461959	Food,Ingredient	1	0	0	1
/m/09xyzq	/m/09xyzq	Argania	18254.5849625	Food	1	0	0	0
/m/012x5p	/m/012x5p	Bento	18225.5849625	Dish,Food	1	1	0	0
/m/02gmz0	/m/02gmz0	Bran	18215.5849625	Food,Ingredient	1	0	0	1
/m/0gk0z	/m/0gk0z	Cardamom	18205.8790088	Food,Ingredient	1	0	0	1
/m/0fqtq	/m/0fqtq	Chickpea	18177.1394099	Food,Ingredient	1	0	0	1
/m/0mz_c	/m/0mz_c	Arugula	18163.6617781	Food,Ingredient	1	0	0	1
/m/01dzzz	/m/01dzzz	Mahi-mahi	18121.3219281	Food	1	0	0	0
/m/01bf_1	/m/01bf_1	Oatmeal	17945.8543084	Food,Ingredient	1	0	0	1
/m/0fp6w	/m/0fp6w	Pineapple	17893.6275624	Food,Ingredient	1	0	0	1
/m/04scj	/m/04scj	Meat (Ingredient)	17849.9068906	Food,Ingredient	1	0	0	1
/m/03fw2	/m/03fw2	Gluten	17831.0	Food,Ingredient	1	0	0	1
/m/09dh0	/m/09dh0	Seed	17799.0	Food	1	0	0	0
/m/0grw1	/m/0grw1	Salad	17722.044394099998	Food	1	0	0	0
/m/013v0m	/m/013v0m	Rooibos	17710.2732128	Food,Ingredient	1	0	0	1
/m/01szdf	/m/01szdf	Caper	17452.693487	Food,Ingredient	1	0	0	1
/m/05g86t	/m/05g86t	Crisco	17334.7548875	Food	1	0	0	0
/m/02__zl	/m/02__zl	Rice Krispies	17302.8281365	Food	1	0	0	0
/m/01b9sh	/m/01b9sh	Vegetable oil	17270.7548875	Food,Ingredient	1	0	0	1
/m/0c2pc	/m/0c2pc	Clover	17246.416995400003	Food,Ingredient	1	0	0	1
/m/0cjq5	/m/0cjq5	Lobster	17214.724843599997	Food,Ingredient	1	0	0	1
/m/0hsgr	/m/0hsgr	Chestnut	17138.3029602	Food,Ingredient	1	0	0	1
/m/07l4g	/m/07l4g	Tiramisu	16807.906890600003	Dish,Food	1	1	0	0
/m/02v_x9	/m/02v_x9	Kit Kat	16807.5849625	Food	1	0	0	0
/m/0fsx5	/m/0fsx5	Palm oil	16589.5849625	Food,Ingredient	1	0	0	1
/m/01n3nh	/m/01n3nh	Sangria	16454.321928100002	Beverage,Dish,Food	1	1	1	0
/m/01g7qz	/m/01g7qz	Sturgeon	16370.688147799998	Food,Ingredient	1	0	0	1
/m/015rkd	/m/015rkd	Chicory	16341.9858419	Food,Ingredient	1	0	0	1
/m/0ftbs	/m/0ftbs	Blueberry	16322.7492409	Food,Ingredient	1	0	0	1
/m/0167sn	/m/0167sn	Halibut	16180.321928100002	Food,Ingredient	1	0	0	1
/m/07_jx	/m/07_jx	Vegemite	16166.5849625	Food	1	0	0	0
/m/01j7_f	/m/01j7_f	Buttermilk	16132.149747100002	Food,Ingredient	1	0	0	1
/m/01h5zh	/m/01h5zh	Tamarind	16104.7321674	Food,Ingredient	1	0	0	1
/m/04ckn	/m/04ckn	Kahlúa	16084.3923174	Food,Ingredient	1	0	0	1
/m/0c93f	/m/0c93f	Brandy	16021.469133	Beverage,Food,Ingredient	1	0	1	1
/m/08ct4m	/m/08ct4m	Sunflower oil	15990.870364700002	Food,Ingredient	1	0	0	1
/m/0lz7j	/m/0lz7j	Kefir	15922.0	Beverage,Dish,Food	1	1	1	0
/m/02bzj1	/m/02bzj1	Barbera	15911.9662351	Food	1	0	0	0
/m/0h55s	/m/0h55s	Caramel	15756.169925	Food,Ingredient	1	0	0	1
/m/0fkw3	/m/0fkw3	Flour	15719.286472	Food,Ingredient	1	0	0	1
/m/0g4fr	/m/0g4fr	Papaya	15704.1014012	Food,Ingredient	1	0	0	1
/m/018dz_	/m/018dz_	Kimchi	15657.459431600002	Food,Ingredient	1	0	0	1
/m/0pmbh	/m/0pmbh	Dim sum food	15605.0	Dish,Food	1	1	0	0
/m/01z2x2	/m/01z2x2	Gorgonzola	15538.0	Food,Ingredient	1	0	0	1
/m/068kk	/m/068kk	Pecorino Romano	15522.044394100001	Food,Ingredient	1	0	0	1
/m/04jw1r	/m/04jw1r	Hot sauce	15466.044394100001	Food,Ingredient	1	0	0	1
/m/0kdzn	/m/0kdzn	Sausage	15450.299208000002	Food	1	0	0	0
/m/01tcjp	/m/01tcjp	Muffin	15320.5849625	Dish,Food	1	1	0	0
/m/01xbty	/m/01xbty	Passion Flower	15212.0657106	Food,Ingredient	1	0	0	1
/m/02kr76	/m/02kr76	Brown sugar	15178.870364700002	Food,Ingredient	1	0	0	1
/m/07ll5f	/m/07ll5f	Butternut squash	15149.861086899999	Food,Ingredient	1	0	0	1
/m/0qqk	/m/0qqk	Amaranth	15141.3760236	Food,Ingredient	1	0	0	1
/m/01cbb3	/m/01cbb3	Beet	15111.831703100002	Food,Ingredient	1	0	0	1
/m/06zts5l	/m/06zts5l	Wheat flour	15111.3923174	Food,Ingredient	1	0	0	1
/m/04_vv	/m/04_vv	Maple syrup	14997.5391588	Food,Ingredient	1	0	0	1
/m/0fm0p	/m/0fm0p	Cassava	14970.299208000002	Food,Ingredient	1	0	0	1
/m/0svg9	/m/0svg9	Paprika	14946.416665600002	Food,Ingredient	1	0	0	1
/m/02fnxc	/m/02fnxc	Eggs Benedict	14830.5849625	Dish,Food	1	1	0	0
/m/09dj50	/m/09dj50	English lavender	14801.700439700002	Dish,Food	1	1	0	0
/m/0m775	/m/0m775	Tilapia (Ingredient)	14612.5849625	Food,Ingredient	1	0	0	1
/m/01rb6t	/m/01rb6t	Chrysanths	14601.0947375	Food,Ingredient	1	0	0	1
/m/02jq33	/m/02jq33	Cotton candy	14574.129283000002	Dish,Food	1	1	0	0
/m/080vl	/m/080vl	Vinegar	14493.870364700002	Food,Ingredient	1	0	0	1
/m/0143h2	/m/0143h2	Port wine	14394.076815600001	Beverage,Dish,Food,Ingredient	1	1	1	1
/m/050g25	/m/050g25	Cool Whip	14374.321928100002	Food,Ingredient	1	0	0	1
/m/0250zy	/m/0250zy	Brussels sprout	14349.025474799999	Food,Ingredient	1	0	0	1
/m/0ht80	/m/0ht80	Ketchup	14263.236014200002	Food,Ingredient	1	0	0	1
