mid	name	score	types	is_food	is_dish	is_beverage	is_ingredient
/m/03p1r4	Cupcake	21078.5849625	Food	1	0	0	0
/m/01h5yp	Hibiscus	20896.7548875	Ingredient	0	0	0	1
/m/0_cp5	Oyster	20882.1472049	Food,Ingredient	1	0	0	1
/m/01f76t	Monterey Jack	20868.0	Food	1	0	0	0
/m/0cqrj	Catfish	20823.290153	Food,Ingredient	1	0	0	1
/m/03fz3	Gelatin	20653.3219281	Food,Ingredient	1	0	0	1
/m/01btbt	Pecan	20475.456194	Food,Ingredient	1	0	0	1
/m/016rh7	Spinach	20424.8260565	Food,Ingredient	1	0	0	1
/m/01c2vn	Elderberry	20383.2626821	Food,Ingredient	1	0	0	1
/m/07clf	Thyme	20341.2467406	Food,Ingredient	1	0	0	1
/m/0l515	Sandwich	20278.0	Food	1	0	0	0
/m/0jwn_	Pomegranate	20252.4479388	Food,Ingredient	1	0	0	1
/m/01kl4_	Ephedra (Drug)	20136.8073549	Ingredient	0	0	0	1
/m/01pk_6	Feta	20110.5849625	Food,Ingredient	1	0	0	1
/m/06zts7g	Soybean oil	20029.5849625	Ingredient	0	0	0	1
/m/054hcy	Green bean	19956.1241213	Food,Ingredient	1	0	0	1
/m/0jy4k	Doughnut	19919.9068906	Dish,Food	1	1	0	0
/m/0f0x2	Gruyère cheese	19902.0	Food,Ingredient	1	0	0	1
/m/0m06w	BLT	19708.0	Dish,Food	1	1	0	0
/m/0fql0	Taro	19648.1922928	Food,Ingredient	1	0	0	1
/m/0238jq	Pad Thai	19622.5849625	Dish,Food	1	1	0	0
/m/03dzf4	Kobe beef	19604.5849625	Food,Ingredient	1	0	0	1
/m/07sccr0	Pabst Blue Ribbon	19573.5849625	Beverage	0	0	1	0
/m/072qlz	Bistro	19489.3219281	Dish,Food	1	1	0	0
/m/05n4y	Ostrich	19456.6800298	Food	1	0	0	0
/m/01b9xk	Hot dog	19441.0310119	Dish,Food	1	1	0	0
/m/01z1m1x	Soup	19367.2761244	Food	1	0	0	0
/m/061dl5	Monster Energy	19288.3219281	Beverage	0	0	1	0
/m/0fjfh	Capsicum	19162.8830558	Food,Ingredient	1	0	0	1
/m/0chyh	Butter	19139.4590794	Food,Ingredient	1	0	0	1
/m/024g6	Cocktail	19135.6073303	Beverage,Dish	0	1	1	0
/m/02mg4z	Cheesecake	19102.0	Dish,Food	1	1	0	0
/m/018tvc	Holly	19100.2759426	Ingredient	0	0	0	1
/m/01rqnz	Patchouli	19005.4594316	Ingredient	0	0	0	1
/m/01qfl8	Fenugreek	18984.4927686	Food,Ingredient	1	0	0	1
/m/017z4t	Dal	18983.5849625	Dish,Food	1	1	0	0
/m/02fv84	Grand Marnier	18898.7648716	Beverage,Food,Ingredient	1	0	1	1
/m/0hyn4	Anise	18860.83289	Food,Ingredient	1	0	0	1
/m/088lm	Yeast	18841.7846348	Food,Ingredient	1	0	0	1
/m/03mjm_	Cocoa butter	18826.5622424	Food,Ingredient	1	0	0	1
/m/02y1jf	Lingzhi mushroom	18807.169925	Food,Ingredient	1	0	0	1
/m/02t0zs	Evening Primrose	18786.3695973	Ingredient	0	0	0	1
/m/013bx	Absinthe	18634.3923174	Food,Ingredient	1	0	0	1
/m/09dw4	Mead	18524.0	Dish	0	1	0	0
/m/05z55	Pasta	18354.461959	Food,Ingredient	1	0	0	1
/m/09xyzq	Argania	18254.5849625	Food	1	0	0	0
/m/012x5p	Bento	18225.5849625	Dish,Food	1	1	0	0
/m/02gmz0	Bran	18215.5849625	Food,Ingredient	1	0	0	1
/m/0gk0z	Cardamom	18205.8790088	Food,Ingredient	1	0	0	1
/m/0fqtq	Chickpea	18177.1394099	Food,Ingredient	1	0	0	1
/m/0mz_c	Arugula	18163.6617781	Food,Ingredient	1	0	0	1
/m/01dzzz	Mahi-mahi	18121.3219281	Food	1	0	0	0
/m/01bf_1	Oatmeal	17945.8543084	Food,Ingredient	1	0	0	1
/m/0fp6w	Pineapple	17893.6275624	Food,Ingredient	1	0	0	1
/m/04scj	Meat (Ingredient)	17849.9068906	Food,Ingredient	1	0	0	1
/m/03fw2	Gluten	17831.0	Food,Ingredient	1	0	0	1
/m/09dh0	Seed	17799.0	Food	1	0	0	0
/m/0grw1	Salad	17722.0443941	Food	1	0	0	0
/m/0ks8n	Buckwheat	17721.169925	Ingredient	0	0	0	1
/m/05nrd2	Coca-Cola Zero	17717.5849625	Beverage	0	0	1	0
/m/013v0m	Rooibos	17710.2732128	Food,Ingredient	1	0	0	1
/m/01bz6q	Urtica	17525.7548875	Ingredient	0	0	0	1
/m/01szdf	Caper	17452.693487	Food,Ingredient	1	0	0	1
/m/05g86t	Crisco	17334.7548875	Food	1	0	0	0
/m/02__zl	Rice Krispies	17302.8281365	Food	1	0	0	0
/m/05kxd0	Tropicana Products	17281.5849625	Beverage	0	0	1	0
/m/01b9sh	Vegetable oil	17270.7548875	Food,Ingredient	1	0	0	1
/m/0j160	Sumac	17261.6438562	Ingredient	0	0	0	1
/m/0c2pc	Clover	17246.4169954	Food,Ingredient	1	0	0	1
/m/0cjq5	Lobster	17214.7248436	Food,Ingredient	1	0	0	1
/m/0hsgr	Chestnut	17138.3029602	Food,Ingredient	1	0	0	1
/m/06nqtr	Ocimum tenuiflorum	16991.169925	Ingredient	0	0	0	1
/m/0k34p	Honeysuckle	16990.7598882	Ingredient	0	0	0	1
/m/07l4g	Tiramisu	16807.9068906	Dish,Food	1	1	0	0
/m/02v_x9	Kit Kat	16807.5849625	Food	1	0	0	0
/m/029r1	Distillation	16591.0	Beverage	0	0	1	0
/m/0fsx5	Palm oil	16589.5849625	Food,Ingredient	1	0	0	1
/m/01n3nh	Sangria	16454.3219281	Beverage,Dish,Food	1	1	1	0
/m/05pdq	Oolong	16416.2479275	Beverage	0	0	1	0
/m/01g7qz	Sturgeon	16370.6881478	Food,Ingredient	1	0	0	1
/m/015rkd	Chicory	16341.9858419	Food,Ingredient	1	0	0	1
/m/02zqt3	Caesar (Beverage)	16331.5849625	Beverage,Dish	0	1	1	0
/m/0ftbs	Blueberry	16322.7492409	Food,Ingredient	1	0	0	1
/m/03drls	Cananga odorata	16286.9068906	Ingredient	0	0	0	1
/m/0167sn	Halibut	16180.3219281	Food,Ingredient	1	0	0	1
/m/07_jx	Vegemite	16166.5849625	Food	1	0	0	0
/m/01j7_f	Buttermilk	16132.1497471	Food,Ingredient	1	0	0	1
/m/01h5zh	Tamarind	16104.7321674	Food,Ingredient	1	0	0	1
/m/04ckn	Kahlúa	16084.3923174	Food,Ingredient	1	0	0	1
/m/0c93f	Brandy	16021.469133	Beverage,Food,Ingredient	1	0	1	1
/m/08ct4m	Sunflower oil	15990.8703647	Food,Ingredient	1	0	0	1
/m/0lz7j	Kefir	15922.0	Beverage,Dish,Food	1	1	1	0
/m/02bzj1	Barbera	15911.9662351	Food	1	0	0	0
/m/0h55s	Caramel	15756.169925	Food,Ingredient	1	0	0	1
/m/0fkw3	Flour	15719.286472	Food,Ingredient	1	0	0	1
/m/0g4fr	Papaya	15704.1014012	Food,Ingredient	1	0	0	1
/m/018dz_	Kimchi	15657.4594316	Food,Ingredient	1	0	0	1
/m/0pmbh	Dim sum food	15605.0	Dish,Food	1	1	0	0
/m/01z2x2	Gorgonzola	15538.0	Food,Ingredient	1	0	0	1
/m/068kk	Pecorino Romano	15522.0443941	Food,Ingredient	1	0	0	1
/m/04jw1r	Hot sauce	15466.0443941	Food,Ingredient	1	0	0	1
/m/0kdzn	Sausage	15450.299208	Food	1	0	0	0
/m/01tcjp	Muffin	15320.5849625	Dish,Food	1	1	0	0
/m/01xbty	Passion Flower	15212.0657106	Food,Ingredient	1	0	0	1
/m/02kr76	Brown sugar	15178.8703647	Food,Ingredient	1	0	0	1
/m/07ll5f	Butternut squash	15149.8610869	Food,Ingredient	1	0	0	1
/m/0qqk	Amaranth	15141.3760236	Food,Ingredient	1	0	0	1
/m/01cbb3	Beet	15111.8317031	Food,Ingredient	1	0	0	1
/m/06zts5l	Wheat flour	15111.3923174	Food,Ingredient	1	0	0	1
/m/04_vv	Maple syrup	14997.5391588	Food,Ingredient	1	0	0	1
/m/0fm0p	Cassava	14970.299208	Food,Ingredient	1	0	0	1
/m/0svg9	Paprika	14946.4166656	Food,Ingredient	1	0	0	1
/m/02fnxc	Eggs Benedict	14830.5849625	Dish,Food	1	1	0	0
/m/09dj50	English lavender	14801.7004397	Dish,Food	1	1	0	0
/m/0m775	Tilapia (Ingredient)	14612.5849625	Food,Ingredient	1	0	0	1
/m/01rb6t	Chrysanths	14601.0947375	Food,Ingredient	1	0	0	1
/m/02jq33	Cotton candy	14574.129283	Dish,Food	1	1	0	0
/m/080vl	Vinegar	14493.8703647	Food,Ingredient	1	0	0	1
/m/0143h2	Port wine	14394.0768156	Beverage,Dish,Food,Ingredient	1	1	1	1
/m/050g25	Cool Whip	14374.3219281	Food,Ingredient	1	0	0	1
/m/0250zy	Brussels sprout	14349.0254748	Food,Ingredient	1	0	0	1
/m/0ht80	Ketchup	14263.2360142	Food,Ingredient	1	0	0	1
/m/0lgk9	Marshmallow	14200.0	Food,Ingredient	1	0	0	1
/m/03gqg_	Balsamic vinegar	14181.169925	Food,Ingredient	1	0	0	1
/m/071tf	Sake	14170.4553272	Food,Ingredient	1	0	0	1
/m/012mj	Alcoholic beverage (Industry)	14139.6088793	Beverage,Food	1	0	1	0
/m/01dwsz	Waffle	14110.169925	Dish,Food	1	1	0	0
/m/01tqs1	Biscuit	14087.9772799	Food,Ingredient	1	0	0	1
/m/01xj_	Celery	14019.7982566	Food,Ingredient	1	0	0	1
/m/07z2l	Veal	14003.3923174	Food,Ingredient	1	0	0	1
/m/01q_qq	Carignan	13943.2489653	Food	1	0	0	0
/m/013q6k	Jelly Belly	13937.8073549	Food	1	0	0	0
/m/013__5	Leek	13930.8074556	Food,Ingredient	1	0	0	1
/m/0ffhy	Clam	13930.169925	Food,Ingredient	1	0	0	1
/m/016zpp	Guava	13914.469133	Food,Ingredient	1	0	0	1
/m/0fw9d	Fig	13859.6667788	Food,Ingredient	1	0	0	1
/m/0c16s6	Centella asiatica	13822.9244602	Ingredient	0	0	0	1
/m/025rm5	Opuntia	13771.1749257	Ingredient	0	0	0	1
/m/03fybj	Cointreau	13747.4873376	Beverage,Food,Ingredient	1	0	1	1
/m/0grqz	Sauces	13635.169925	Food	1	0	0	0
/m/0jtc5	Yarrow	13634.5869204	Food,Ingredient	1	0	0	1
/m/05rr0j	Chocolate chip	13607.4918531	Food,Ingredient	1	0	0	1
/m/020j3z	Meatloaf	13595.5849625	Dish,Food	1	1	0	0
/m/0h56l	Corn syrup	13590.6293566	Food,Ingredient	1	0	0	1
/m/039t96	Camellia sinensis	13489.3219281	Ingredient	0	0	0	1
/m/02nm75	Collard greens	13483.1922928	Food,Ingredient	1	0	0	1
/m/021v9b	Soursop	13446.3348319	Food,Ingredient	1	0	0	1
/m/0mjyx	Cayenne pepper	13250.4483745	Food,Ingredient	1	0	0	1
/m/01f91_	Pretzel	13242.5849625	Dish,Food	1	1	0	0
/m/014vsb	Burdock	13119.4367115	Food	1	0	0	0
/m/03f6kb	Caviar	13118.0874628	Dish,Food	1	1	0	0
